SeccionCensal;FofM
0490301003;22,04 %
0818707008;22,04 %
3501503003;22,04 %
1101503001;22,05 %
1800602001;22,05 %
2813001023;22,05 %
0607201002;22,05 %
3002201014;22,05 %
4109105056;22,05 %
3501604062;22,05 %
4316201003;22,05 %
0801903097;22,05 %
1204006008;22,05 %
0490201014;22,06 %
2807904130;22,06 %
3800601029;22,06 %
0703602011;22,06 %
0400305002;22,06 %
0704002017;22,06 %
0801901020;22,06 %
5018201003;22,06 %
3501401003;22,06 %
0801901030;22,07 %
0305901008;22,07 %
3090101010;22,07 %
4102002007;22,07 %
0801903013;22,07 %
2512007001;22,07 %
1904601010;22,07 %
0801901016;22,07 %
2300902003;22,07 %
2804501023;22,07 %
0801910083;22,07 %
0825201028;22,07 %
0702702005;22,08 %
2306101003;22,08 %
3800601018;22,08 %
0702604020;22,08 %
4718610053;22,08 %
1927401001;22,08 %
0801903052;22,08 %
3001501010;22,09 %
0818704026;22,09 %
2807901042;22,09 %
2907001015;22,09 %
0300502003;22,09 %
4802005030;22,09 %
0314003003;22,09 %
0811401002;22,09 %
0305801004;22,09 %
3003005048;22,09 %
2104403002;22,10 %
5200106001;22,10 %
0609501009;22,10 %
0826701001;22,10 %
4109110024;22,10 %
0824505012;22,10 %
4508501001;22,10 %
1403803005;22,10 %
1406702001;22,10 %
4800301008;22,10 %
2104105010;22,10 %
2003201006;22,10 %
2608902021;22,11 %
1401701006;22,11 %
4618101007;22,11 %
0801906049;22,11 %
0705401006;22,11 %
4108602002;22,11 %
0704004002;22,11 %
0410201004;22,11 %
0816903004;22,11 %
2807904128;22,11 %
2990101030;22,11 %
3003801012;22,11 %
1300504005;22,11 %
0830502002;22,12 %
3003005011;22,12 %
4109105011;22,12 %
2807901050;22,12 %
2906708064;22,12 %
0824503009;22,12 %
4303801001;22,12 %
0801509017;22,12 %
5008901002;22,12 %
3002401034;22,13 %
2804501013;22,13 %
3605709016;22,13 %
4390501002;22,13 %
3604201007;22,13 %
1305201001;22,13 %
5100104002;22,13 %
4609401013;22,13 %
5200104002;22,13 %
0490301001;22,13 %
1100401023;22,13 %
2814803005;22,14 %
4619001014;22,14 %
4103904007;22,14 %
3002101008;22,14 %
4100702003;22,14 %
3002402010;22,14 %
3905202005;22,14 %
3605709018;22,14 %
2212501003;22,14 %
0490301005;22,14 %
2005504003;22,15 %
0704001009;22,15 %
0801906053;22,15 %
2807901028;22,15 %
2807913079;22,15 %
2900701019;22,15 %
2807901112;22,15 %
0810105030;22,15 %
2007601008;22,15 %
1500203012;22,16 %
0406601006;22,16 %
3207501001;22,16 %
3501504001;22,16 %
2616801003;22,16 %
2105501002;22,16 %
1505401003;22,16 %
2808001003;22,16 %
4619001030;22,16 %
0400301005;22,16 %
0818402004;22,16 %
2105003002;22,16 %
0810104035;22,16 %
1706604003;22,16 %
0704003025;22,16 %
4602201014;22,17 %
0490201018;22,17 %
0702603003;22,17 %
4512103002;22,17 %
2603602002;22,17 %
3302001001;22,17 %
2906708070;22,18 %
0801906030;22,18 %
3501401006;22,18 %
5200108009;22,18 %
3501903007;22,18 %
3003501001;22,18 %
2804904002;22,18 %
1804801001;22,18 %
0827903004;22,18 %
2105401001;22,18 %
3002601015;22,18 %
1100404006;22,18 %
4106301002;22,18 %
4015501002;22,18 %
0407902026;22,19 %
0407902002;22,19 %
3002601012;22,19 %
4508101001;22,19 %
4102101005;22,19 %
2807901074;22,19 %
3001608003;22,19 %
4100403004;22,19 %
0811302014;22,19 %
2800502008;22,19 %
0830101010;22,19 %
2100703004;22,20 %
1103902005;22,20 %
2909404003;22,20 %
0800101004;22,20 %
3003301002;22,20 %
2816102010;22,20 %
4102601001;22,20 %
2807901035;22,20 %
3500402008;22,21 %
0490201008;22,21 %
4715501002;22,21 %
4616901004;22,21 %
0490201020;22,21 %
1003701014;22,21 %
3500402010;22,21 %
3003005037;22,21 %
4316302004;22,21 %
2006906008;22,21 %
0703301001;22,21 %
3907508028;22,21 %
0704005018;22,22 %
2906903008;22,22 %
1715502004;22,22 %
0801906078;22,22 %
2418901002;22,22 %
2807916114;22,22 %
2807301006;22,22 %
0700301004;22,22 %
4110203005;22,22 %
0703304004;22,22 %
1306601001;22,22 %
0703602005;22,23 %
0704004024;22,23 %
0206903002;22,23 %
1290201001;22,23 %
2903802006;22,23 %
5200108014;22,23 %
3001101004;22,23 %
2807912057;22,23 %
4109504002;22,23 %
0807305008;22,23 %
2906707050;22,23 %
3001801003;22,23 %
2104601001;22,23 %
0490201041;22,23 %
0921902006;22,23 %
1704402001;22,23 %
4105003001;22,23 %
4312308005;22,24 %
2909401008;22,24 %
0801903019;22,24 %
4312306009;22,24 %
5200107007;22,24 %
0818404024;22,24 %
0407902024;22,24 %
1308204004;22,24 %
3001101006;22,24 %
0905908006;22,24 %
0810104027;22,24 %
3003006018;22,24 %
3108601010;22,24 %
3501703002;22,25 %
0801903051;22,25 %
3002201013;22,25 %
3900801006;22,25 %
3501702003;22,25 %
4301404006;22,25 %
0601102008;22,25 %
4625010025;22,25 %
0306502011;22,25 %
3003301001;22,25 %
0105101002;22,25 %
0390201003;22,25 %
0202901001;22,26 %
2804701025;22,26 %
3001610023;22,26 %
4803401004;22,26 %
4100602001;22,26 %
3711701001;22,26 %
1308703002;22,26 %
4502301002;22,26 %
3001610004;22,26 %
0810102014;22,26 %
0801504010;22,26 %
2807908131;22,26 %
2800601002;22,26 %
5027201001;22,26 %
2906707001;22,26 %
0810104014;22,26 %
3125101002;22,26 %
1503007036;22,27 %
0810104031;22,27 %
1810001004;22,27 %
0105903037;22,27 %
0309201006;22,27 %
0405201002;22,27 %
4625008029;22,27 %
3003001042;22,27 %
5100106004;22,27 %
4019405002;22,27 %
2801501013;22,28 %
1706604001;22,28 %
1306401001;22,28 %
3602101001;22,28 %
0604402001;22,28 %
2804101003;22,28 %
2807907003;22,28 %
0810102031;22,28 %
2090201001;22,28 %
0801903016;22,28 %
5100103003;22,28 %
1904601007;22,28 %
2422202004;22,28 %
1806201004;22,28 %
3304406011;22,29 %
0825001006;22,29 %
4103403003;22,29 %
0801509001;22,29 %
0810105025;22,29 %
1801401003;22,29 %
2808002027;22,29 %
2816102003;22,29 %
2907001009;22,29 %
4109505006;22,29 %
0702604019;22,29 %
0312202007;22,29 %
0811403005;22,29 %
5029708008;22,29 %
1404901001;22,29 %
2813701001;22,29 %
2805804012;22,30 %
4510201003;22,30 %
4602101013;22,30 %
3003601003;22,30 %
1808901007;22,30 %
3501904002;22,30 %
4101201003;22,30 %
0811401003;22,30 %
0801906052;22,30 %
2801304004;22,30 %
3002401004;22,30 %
4718604011;22,31 %
4607801004;22,31 %
0704001005;22,31 %
2900801006;22,31 %
3002701002;22,31 %
0700802003;22,31 %
0704004011;22,31 %
0801909032;22,31 %
1808702046;22,31 %
0827901019;22,31 %
3003002006;22,31 %
1103205001;22,31 %
2803301003;22,31 %
4105802004;22,31 %
0827902002;22,31 %
2807917031;22,31 %
2807917037;22,31 %
4625001019;22,31 %
0401303003;22,31 %
0704003006;22,32 %
2807301007;22,32 %
2807911148;22,32 %
0827906002;22,32 %
4890203002;22,32 %
1200903004;22,32 %
0704002063;22,32 %
3002601003;22,32 %
3000501009;22,32 %
4102301004;22,32 %
0810102002;22,32 %
0801910089;22,32 %
3002601019;22,32 %
3001607008;22,32 %
3501401009;22,32 %
2807906110;22,32 %
0801906042;22,32 %
2807906034;22,33 %
0820501002;22,33 %
2804302001;22,33 %
2807901092;22,33 %
0601103003;22,33 %
2906707008;22,33 %
4108702004;22,33 %
2408904016;22,33 %
0704004005;22,33 %
3000301014;22,33 %
4109505012;22,33 %
0300903004;22,33 %
3422501003;22,34 %
4103401005;22,34 %
0801903003;22,34 %
4603501002;22,34 %
0306501019;22,34 %
2807917042;22,34 %
0208104003;22,34 %
4625013016;22,34 %
4510602001;22,34 %
1808703039;22,34 %
3003801013;22,34 %
3803811002;22,34 %
0801908110;22,34 %
4217303003;22,34 %
0306507025;22,35 %
2813401048;22,35 %
1707901005;22,35 %
3501503002;22,35 %
3002201017;22,35 %
2903801004;22,35 %
0801908070;22,35 %
1809301002;22,35 %
1507301010;22,35 %
1307901005;22,35 %
0824505010;22,35 %
0407901002;22,35 %
0703303003;22,35 %
2801201001;22,35 %
0801902004;22,35 %
0801901027;22,35 %
1202102003;22,35 %
0702604018;22,35 %
0704001001;22,35 %
0827902004;22,36 %
1402109029;22,36 %
3501701016;22,36 %
1715502006;22,36 %
2812701015;22,36 %
5100102007;22,36 %
2807906108;22,36 %
4109104070;22,36 %
1808703018;22,36 %
2807908114;22,36 %
0809604008;22,36 %
2814901003;22,36 %
1305602001;22,36 %
0704601004;22,36 %
3003702002;22,36 %
0801906051;22,36 %
2907001025;22,37 %
4105802003;22,37 %
3605401001;22,37 %
3900802003;22,37 %
1810001002;22,37 %
4512103001;22,37 %
0801906057;22,37 %
4516807002;22,37 %
1904601017;22,37 %
1719301002;22,37 %
0306501020;22,37 %
0400301003;22,37 %
1707904002;22,37 %
0810103009;22,37 %
0818404010;22,37 %
2807301001;22,37 %
0401307041;22,37 %
1500203008;22,37 %
0702401003;22,37 %
0301403038;22,37 %
2808002003;22,38 %
2807906024;22,38 %
0905801001;22,38 %
0816701001;22,38 %
4718606036;22,38 %
0501906013;22,38 %
0601507007;22,38 %
4518002001;22,38 %
2512003003;22,38 %
3002001002;22,38 %
4808901002;22,38 %
1890501004;22,39 %
0807306003;22,39 %
0601507006;22,39 %
2003002004;22,39 %
4109110018;22,39 %
1902401005;22,39 %
2807918006;22,39 %
1101505012;22,39 %
0818002005;22,39 %
0704004023;22,39 %
5200108004;22,39 %
4917801001;22,39 %
1307101003;22,39 %
1706603004;22,39 %
4602101004;22,39 %
2903802003;22,39 %
3501604081;22,40 %
0811304015;22,40 %
0600201001;22,40 %
0615303003;22,40 %
4625011022;22,40 %
0801903024;22,40 %
3800601033;22,40 %
3501401007;22,40 %
3702301001;22,40 %
1891101002;22,40 %
4802005029;22,40 %
1403301001;22,40 %
0490201027;22,40 %
3003007036;22,40 %
2607104003;22,41 %
4101701012;22,41 %
4309801001;22,41 %
2807917041;22,41 %
2212504004;22,41 %
3002001006;22,41 %
3003004010;22,41 %
2907001027;22,41 %
1814005005;22,41 %
4101601002;22,41 %
0827902012;22,41 %
0801901026;22,41 %
4106902006;22,41 %
2807907050;22,41 %
1701501004;22,42 %
2211201005;22,42 %
2806101011;22,42 %
2608901001;22,42 %
2812701002;22,42 %
3902002003;22,42 %
2512001012;22,42 %
0200301011;22,42 %
0824505018;22,42 %
0801903012;22,42 %
4516806002;22,42 %
3727406020;22,42 %
4602101018;22,42 %
1100801009;22,42 %
2816101004;22,42 %
4804402011;22,42 %
2807901033;22,42 %
0701105002;22,43 %
2804701003;22,43 %
0801503013;22,43 %
4390701004;22,43 %
2803301001;22,43 %
2807905032;22,43 %
1706603001;22,43 %
1405603005;22,43 %
0801910082;22,43 %
2807906101;22,43 %
2801303010;22,43 %
3002401002;22,43 %
2807901041;22,43 %
0407901019;22,43 %
0810105017;22,44 %
2807908168;22,44 %
4607802013;22,44 %
1917101001;22,44 %
0400301004;22,44 %
2807912045;22,44 %
0705401001;22,44 %
4690301001;22,44 %
3503001004;22,44 %
1917101003;22,44 %
0601506005;22,44 %
3003801009;22,45 %
1806201002;22,45 %
0801910095;22,45 %
2809601013;22,45 %
2802201008;22,45 %
1815301003;22,45 %
1103302005;22,45 %
0824506010;22,45 %
1810501001;22,45 %
0830504008;22,45 %
0801903017;22,45 %
4316303002;22,46 %
1403802002;22,46 %
2104106004;22,46 %
4602903010;22,46 %
3736201001;22,46 %
0407901013;22,46 %
0410002001;22,46 %
0305301003;22,46 %
2807920120;22,46 %
0401308003;22,46 %
0301404004;22,46 %
2308601009;22,46 %
3905401002;22,46 %
2608401001;22,46 %
2816102011;22,47 %
2807906109;22,47 %
1802101005;22,47 %
2105501004;22,47 %
3003005024;22,47 %
4501901001;22,47 %
2807906019;22,47 %
2812701001;22,47 %
4103803009;22,47 %
4618601009;22,47 %
4519901002;22,47 %
2807901111;22,47 %
3500201019;22,47 %
0401307024;22,47 %
0702702007;22,47 %
0704004047;22,47 %
3908502001;22,48 %
0801903111;22,48 %
4607801006;22,48 %
1716002005;22,48 %
2807916115;22,48 %
2300502001;22,48 %
0801901018;22,48 %
2807906004;22,48 %
2804701028;22,48 %
0705502003;22,48 %
3001608025;22,48 %
0705401007;22,48 %
2408907005;22,48 %
0306501009;22,48 %
2906708063;22,48 %
4101801004;22,48 %
3907401005;22,48 %
2090401001;22,48 %
2611701002;22,49 %
3901901002;22,49 %
2807913042;22,49 %
4108101005;22,49 %
1707903003;22,49 %
2100202001;22,49 %
3800101013;22,49 %
0404902001;22,49 %
2807907046;22,49 %
4615903009;22,50 %
3003301007;22,50 %
0807306011;22,50 %
3001610005;22,50 %
3407901001;22,50 %
0704004057;22,50 %
0604405007;22,50 %
3003901024;22,50 %
1890501001;22,50 %
2807913059;22,50 %
2807913080;22,50 %
0805601007;22,50 %
2807902082;22,50 %
4316101001;22,50 %
3501701017;22,50 %
3000201006;22,50 %
0801902048;22,50 %
0601508001;22,50 %
2807901029;22,50 %
1806201006;22,51 %
0407901004;22,51 %
2104108001;22,51 %
4625016030;22,51 %
3002101002;22,51 %
1503009003;22,51 %
0812103002;22,51 %
3605201001;22,51 %
1913003010;22,51 %
4109104027;22,51 %
0801902091;22,51 %
5200107005;22,51 %
3002901009;22,51 %
1204004022;22,51 %
2106102002;22,51 %
0801906055;22,52 %
0306507005;22,52 %
1890501005;22,52 %
3500402005;22,52 %
2807902029;22,52 %
5200105002;22,52 %
4807804003;22,52 %
1815802002;22,52 %
2807913194;22,52 %
2807906106;22,52 %
1802101002;22,52 %
3003601008;22,52 %
1812202005;22,52 %
4605102001;22,52 %
3501701004;22,52 %
2900701014;22,53 %
0402901002;22,53 %
3502203024;22,53 %
0818704027;22,53 %
3907301003;22,53 %
1402110030;22,53 %
2807906111;22,53 %
4314808014;22,53 %
0303102003;22,53 %
2807906003;22,53 %
4421001001;22,53 %
2807901036;22,53 %
2807901101;22,53 %
3001605009;22,54 %
0702604006;22,54 %
1213502004;22,54 %
0801903104;22,54 %
3002401018;22,54 %
2811301010;22,54 %
0490301002;22,54 %
3501701010;22,54 %
4602101010;22,54 %
4623001012;22,54 %
1715501005;22,54 %
4890203001;22,54 %
0490201019;22,54 %
1715502002;22,54 %
1203101002;22,54 %
4314807020;22,54 %
0825101003;22,54 %
1715501006;22,54 %
3800601005;22,55 %
4605401008;22,55 %
3002701041;22,55 %
2906706010;22,55 %
3123202004;22,55 %
5200105001;22,55 %
5100103014;22,55 %
0801910085;22,55 %
2512002003;22,55 %
5200108011;22,55 %
0704004060;22,55 %
2006907020;22,55 %
3003005039;22,55 %
0309301005;22,55 %
2104107020;22,55 %
4921902003;22,55 %
0824506014;22,55 %
0905908005;22,56 %
4616601001;22,56 %
2908201020;22,56 %
0704002008;22,56 %
3003004058;22,56 %
0704001006;22,56 %
0824505001;22,56 %
4105304010;22,56 %
2807906029;22,56 %
2905101005;22,56 %
2807915084;22,56 %
2906708050;22,56 %
0818701016;22,56 %
0604402002;22,57 %
0601503009;22,57 %
2801301005;22,57 %
4314801001;22,57 %
2805901003;22,57 %
0703602001;22,57 %
3004101004;22,57 %
2807901045;22,57 %
3002401038;22,57 %
4718610056;22,57 %
1402109014;22,57 %
3003701001;22,57 %
0902301001;22,57 %
0801902001;22,57 %
2807901104;22,57 %
0313901007;22,58 %
1309601002;22,58 %
3901801003;22,58 %
0200903009;22,58 %
0801906044;22,58 %
4314807003;22,58 %
1103305001;22,58 %
3502203018;22,58 %
0301404001;22,58 %
3002701017;22,58 %
2105501001;22,58 %
2106401002;22,58 %
2524301003;22,58 %
0816904002;22,58 %
2807904007;22,58 %
0801901040;22,58 %
0820001005;22,58 %
0801903006;22,58 %
0704004019;22,58 %
0801901034;22,58 %
2807909013;22,59 %
0820201007;22,59 %
0801901005;22,59 %
2813001002;22,59 %
2906904004;22,59 %
1505404013;22,59 %
2900701002;22,59 %
4100404004;22,59 %
2807901079;22,59 %
1503009005;22,59 %
4107501001;22,59 %
4504101001;22,59 %
1101504009;22,59 %
0700304001;22,59 %
1711404002;22,59 %
1400202003;22,59 %
2807901090;22,59 %
1013102007;22,59 %
3003004027;22,60 %
3003006019;22,60 %
2813401006;22,60 %
0702703001;22,60 %
4616401004;22,60 %
4516301004;22,60 %
0810201001;22,60 %
0801906032;22,60 %
4103803007;22,60 %
3000901003;22,60 %
2906711007;22,60 %
0390201006;22,60 %
0700301002;22,60 %
4614801001;22,60 %
3003006040;22,60 %
0312201014;22,60 %
2213001007;22,60 %
0704002009;22,61 %
0490201013;22,61 %
4101801001;22,61 %
0801906063;22,61 %
3120105002;22,61 %
4517302001;22,61 %
4109505010;22,61 %
3003005064;22,61 %
4104001005;22,61 %
3501401008;22,61 %
0490201007;22,61 %
2807904124;22,61 %
3003601011;22,61 %
4619301003;22,61 %
0308801004;22,61 %
2805805005;22,61 %
2905103006;22,61 %
1307103012;22,61 %
2006301004;22,61 %
1208902004;22,61 %
4615903008;22,61 %
5018201001;22,61 %
1212601006;22,61 %
2808401002;22,61 %
3002401036;22,62 %
0827903006;22,62 %
2807901095;22,62 %
0704004081;22,62 %
0410101001;22,62 %
4314806004;22,62 %
2101003003;22,62 %
3001501016;22,62 %
3001501003;22,62 %
0702604001;22,62 %
0704002059;22,62 %
3908703002;22,62 %
0702701002;22,62 %
1307103009;22,62 %
2804701013;22,62 %
3500401008;22,62 %
3003004055;22,62 %
2813401007;22,62 %
2807901025;22,62 %
1405605002;22,62 %
2807906021;22,62 %
2801501007;22,62 %
0827904005;22,62 %
0824506007;22,62 %
0501904011;22,62 %
2807908123;22,62 %
0811302008;22,63 %
2807906090;22,63 %
3003701003;22,63 %
3600201002;22,63 %
0701401006;22,63 %
3003301003;22,63 %
0810102029;22,63 %
3002601001;22,63 %
2906707023;22,63 %
0801504003;22,63 %
3001607004;22,63 %
0310402002;22,63 %
1402109012;22,63 %
0705405001;22,63 %
0704004007;22,63 %
4109109021;22,64 %
4300401004;22,64 %
0702604008;22,64 %
3003005049;22,64 %
4107001001;22,64 %
2807913043;22,64 %
2800601003;22,64 %
0312102005;22,64 %
4520301002;22,64 %
1709501002;22,64 %
0801507008;22,64 %
0827902003;22,64 %
0309501004;22,64 %
2807301004;22,64 %
3003901027;22,64 %
3107002001;22,65 %
2990101034;22,65 %
0490201015;22,65 %
0400602002;22,65 %
0819601003;22,65 %
2807906006;22,65 %
4619401002;22,65 %
1303403006;22,65 %
0810104026;22,65 %
0809604003;22,65 %
2807911041;22,65 %
2302401005;22,65 %
3502606015;22,65 %
2105001003;22,65 %
2001801005;22,65 %
3304406015;22,66 %
3002201015;22,66 %
1102202005;22,66 %
0203703007;22,66 %
3000801003;22,66 %
0404901001;22,66 %
1708601002;22,66 %
0405201009;22,66 %
1501901029;22,66 %
3200801004;22,66 %
0810102046;22,66 %
1204005012;22,66 %
1308204002;22,66 %
4309501001;22,66 %
2105001001;22,66 %
4110101002;22,66 %
0801903096;22,66 %
0830201006;22,66 %
2814804009;22,67 %
2001601002;22,67 %
2900701005;22,67 %
3001604005;22,67 %
0704004010;22,67 %
1507501004;22,67 %
3001801006;22,67 %
3002701032;22,67 %
1620302002;22,67 %
5029201001;22,67 %
0810102024;22,67 %
3802301023;22,67 %
1102003018;22,67 %
3802501003;22,67 %
3000701002;22,67 %
0306503019;22,68 %
0801903023;22,68 %
0801902051;22,68 %
4103903007;22,68 %
0801906060;22,68 %
4520501001;22,68 %
1402110037;22,68 %
2702804009;22,68 %
0200307007;22,68 %
0690101002;22,68 %
0307401001;22,68 %
0801902154;22,68 %
1814005003;22,68 %
1808703034;22,68 %
1003702006;22,68 %
0830201003;22,69 %
0704002042;22,69 %
2807912029;22,69 %
0105904023;22,69 %
3801701010;22,69 %
0303104004;22,69 %
0818705001;22,69 %
1308204005;22,69 %
3907508005;22,69 %
2305005005;22,69 %
4702301003;22,69 %
2901502006;22,69 %
4801307004;22,69 %
4109104003;22,69 %
3003005012;22,69 %
2807901048;22,69 %
3000801009;22,69 %
2810601056;22,69 %
1104102006;22,69 %
0704802001;22,69 %
2807915062;22,70 %
0812101002;22,70 %
2305802002;22,70 %
4390501006;22,70 %
2807917043;22,70 %
4109202004;22,70 %
1814004010;22,70 %
2807904093;22,70 %
5200108007;22,70 %
1800601002;22,70 %
0801902110;22,70 %
0801909058;22,70 %
1102205005;22,70 %
2908402010;22,71 %
5200104003;22,71 %
4625016017;22,71 %
4625001014;22,71 %
3500402016;22,71 %
4421602004;22,71 %
0704004084;22,71 %
1101402006;22,71 %
1302801002;22,71 %
0406603001;22,71 %
0702402002;22,71 %
0706201005;22,71 %
0824505016;22,71 %
0704002007;22,71 %
0812103004;22,71 %
3002402007;22,71 %
0818702013;22,71 %
0820502007;22,71 %
0801908041;22,71 %
3001609002;22,71 %
5200107004;22,71 %
0801910072;22,72 %
2816701001;22,72 %
2500701001;22,72 %
0702604012;22,72 %
0701104002;22,72 %
3001901033;22,72 %
4317101012;22,72 %
0801903004;22,72 %
4622005001;22,72 %
4303401001;22,72 %
3501802003;22,72 %
2906706001;22,72 %
3116901001;22,72 %
2814501001;22,72 %
0312102003;22,72 %
2813401008;22,72 %
1500203009;22,72 %
2906708042;22,72 %
1201101003;22,72 %
4106503002;22,72 %
2807906080;22,72 %
