0207402001;++;=
0207402002;++;=
0207403001;++;=
0207404001;++;++
0207501001;=;--
0207502001;=;--
0207601001;=;++
0207701001;++;++
0207801001;++;++
0207901001;=;++
0207902001;=;++
0208001001;+;=
0208101001;=;-
0208101002;=;-
0208101003;=;-
0208102001;=;-
0208102002;=;-
0208102003;=;-
0208102004;=;-
0208103001;=;-
0208103002;=;-
0208103003;=;-
0208103004;=;-
0208104001;=;-
0208104002;=;-
0208104003;=;-
0208104004;=;-
0208201001;++;++
0208301001;++;--
0208401001;++;++
0208501001;=;++
0208601001;--;++
0208601003;--;++
0290101001;--;--
0290101002;--;--
0300101001;++;--
0300201001;++;+
0300201002;++;+
0300201003;++;+
0300301001;++;--
0300401001;++;=
0300501001;++;-
0300501002;++;-
0300501003;++;-
0300501004;++;-
0300502001;++;-
0300502002;++;-
0300502003;++;-
0300601001;++;++
0300701001;++;+
0300801001;++;--
0300901001;=;+
0300901003;=;+
0300901004;=;+
0300901006;=;+
0300902001;=;+
0300902002;=;+
0300902003;=;+
0300902004;=;+
0300902005;=;+
0300902007;=;+
0300903001;=;=
0300903002;=;=
0300903003;=;=
0300903004;=;=
0300903005;=;=
0300903006;=;=
0300904001;=;=
0300904002;=;=
0300904003;=;=
0300904004;=;=
0300904005;=;=
0300904006;=;=
0300904007;=;=
0300904008;=;=
0300905001;=;+
0300905002;=;+
0300905003;=;+
0300905004;=;+
0300905005;=;+
0300905006;=;+
0300906001;=;+
0300906002;=;+
0300906003;=;+
0300906004;=;+
0300906005;=;+
0300907001;-;--
0300907002;-;--
0300907003;-;--
0300907005;-;--
0300907007;-;--
0300907008;-;--
0300908001;-;--
0300908002;-;--
0300908003;-;--
0300908004;-;--
0300908005;-;--
0300908006;-;--
0300908007;-;--
0301001001;=;++
0301101001;=;+
0301101002;=;+
0301101003;=;+
0301101004;=;+
0301101005;=;+
0301101006;=;+
0301101007;=;+
0301101008;=;+
0301201001;=;+
0301301001;--;-
0301401001;=;++
0301401002;=;++
0301401003;=;++
0301401004;=;++
0301401005;=;++
0301401006;=;++
0301401007;=;++
0301401008;=;++
0301401009;=;++
0301401010;=;++
0301401011;=;++
0301401012;=;++
0301401013;=;++
0301401014;=;++
0301401015;=;++
0301401017;=;++
0301401018;=;++
0301401019;=;++
0301401020;=;++
0301401021;=;++
0301401022;=;++
0301401023;=;++
0301401026;=;++
0301402001;=;=
0301402002;=;=
0301402003;=;=
0301402005;=;=
0301402006;=;=
0301402008;=;=
0301402009;=;=
0301402010;=;=
0301402011;=;=
0301402012;=;=
0301402013;=;=
0301402014;=;=
0301402016;=;=
0301402017;=;=
0301402018;=;=
0301402019;=;=
0301402020;=;=
0301402021;=;=
0301402022;=;=
0301402023;=;=
0301402024;=;=
0301402025;=;=
0301402026;=;=
0301402028;=;=
0301402029;=;=
0301402030;=;=
0301402032;=;=
0301402033;=;=
0301403001;+;+
0301403002;+;+
0301403003;+;+
0301403004;+;+
0301403005;+;+
0301403006;+;+
0301403007;+;+
0301403008;+;+
0301403009;+;+
0301403010;+;+
0301403011;+;+
0301403012;+;+
0301403013;+;+
0301403014;+;+
0301403015;+;+
0301403016;+;+
0301403017;+;+
0301403018;+;+
0301403019;+;+
0301403020;+;+
0301403021;+;+
0301403022;+;+
0301403023;+;+
0301403024;+;+
0301403025;+;+
0301403026;+;+
0301403027;+;+
0301403028;+;+
0301403029;+;+
0301403030;+;+
0301403031;+;+
0301403032;+;+
0301403033;+;+
0301403034;+;+
0301403035;+;+
0301403036;+;+
0301403037;+;+
0301403038;+;+
0301403039;+;+
0301403040;+;+
0301404001;++;++
0301404002;++;++
0301404003;++;++
0301404004;++;++
0301404005;++;++
0301404006;++;++
0301404007;++;++
0301404008;++;++
0301404009;++;++
0301404010;++;++
0301404012;++;++
0301404013;++;++
0301404014;++;++
0301404015;++;++
0301404016;++;++
0301404017;++;++
0301404018;++;++
0301404019;++;++
0301404020;++;++
0301404021;++;++
0301404022;++;++
0301404023;++;++
0301404024;++;++
0301404025;++;++
0301404026;++;++
0301404027;++;++
0301404028;++;++
0301404029;++;++
0301404030;++;++
0301404031;++;++
0301404032;++;++
0301404033;++;++
0301404034;++;++
0301404035;++;++
0301404036;++;++
0301404037;++;++
0301404038;++;++
0301404039;++;++
0301404040;++;++
0301404041;++;++
0301404042;++;++
0301404043;++;++
0301404044;++;++
0301404045;++;++
0301404046;++;++
0301405001;=;++
0301405002;=;++
0301405003;=;++
0301405004;=;++
0301405005;=;++
0301405006;=;++
0301405007;=;++
0301405008;=;++
0301405009;=;++
0301405010;=;++
0301405012;=;++
0301405014;=;++
0301405015;=;++
0301405016;=;++
0301405017;=;++
0301405018;=;++
0301405019;=;++
0301405020;=;++
0301405022;=;++
0301405023;=;++
0301405024;=;++
0301405025;=;++
0301405026;=;++
0301406001;=;=
0301406002;=;=
0301406003;=;=
0301406004;=;=
0301406005;=;=
0301406006;=;=
0301406007;=;=
0301406008;=;=
0301406009;=;=
0301406010;=;=
0301406011;=;=
0301406012;=;=
0301406013;=;=
0301406014;=;=
0301406015;=;=
0301406016;=;=
0301406017;=;=
0301406018;=;=
0301406019;=;=
0301406020;=;=
0301406021;=;=
0301406022;=;=
0301406023;=;=
0301406024;=;=
0301406025;=;=
0301406026;=;=
0301406027;=;=
0301406028;=;=
0301406029;=;=
0301406030;=;=
0301406031;=;=
0301406032;=;=
0301406034;=;=
0301407001;=;=
0301407002;=;=
0301407003;=;=
0301407004;=;=
0301407005;=;=
0301407006;=;=
0301407007;=;=
0301407008;=;=
0301407009;=;=
0301407010;=;=
0301407011;=;=
0301407012;=;=
0301407013;=;=
0301407014;=;=
0301407016;=;=
0301407017;=;=
0301407018;=;=
0301407019;=;=
0301407020;=;=
0301407022;=;=
0301407024;=;=
0301407025;=;=
0301407026;=;=
0301407027;=;=
0301408001;=;++
0301408002;=;++
0301408003;=;++
0301408004;=;++
0301408005;=;++
0301408006;=;++
0301408007;=;++
0301408008;=;++
0301408009;=;++
0301408010;=;++
0301408011;=;++
0301408012;=;++
0301408013;=;++
0301408014;=;++
0301408015;=;++
0301408016;=;++
0301408017;=;++
0301408018;=;++
0301408019;=;++
0301408021;=;++
0301408022;=;++
0301408023;=;++
0301408024;=;++
0301408025;=;++
0301408026;=;++
0301408027;=;++
0301408028;=;++
0301408029;=;++
0301501001;-;++
0301501002;-;++
0301501003;-;++
0301501004;-;++
0301501005;-;++
0301501006;-;++
0301501007;-;++
0301501008;-;++
0301501009;-;++
0301502002;=;+
0301502003;=;+
0301601001;++;--
0301701001;--;--
0301801001;+;=
0301801002;+;=
0301801003;+;=
0301801004;+;=
0301801005;+;=
0301802001;+;=
0301802002;+;=
0301802003;+;=
0301802004;+;=
0301803001;+;=
0301803002;+;=
0301803003;+;=
0301803004;+;=
0301803005;+;=
0301901001;+;=
0301901002;+;=
0301901003;+;=
0301901004;+;=
0301901005;+;=
0301902001;+;=
0301902002;+;=
0301902003;+;=
0301902004;+;=
0301903001;+;=
0301903002;+;=
0301903003;+;=
0301903004;+;=
0301903005;+;=
0301903006;+;=
0301904001;+;=
0301904002;+;=
0301904003;+;=
0301904004;+;=
0302001001;++;++
0302101001;++;=
0302101002;++;=
0302101003;++;=
0302102001;++;=
0302102002;++;=
0302102003;++;=
0302201001;++;--
0302301001;--;++
0302401001;-;++
0302401002;-;++
0302401003;-;++
0302401004;-;++
0302501001;-;++
0302601001;++;+
0302701001;--;-
0302801001;++;++
0302901001;--;--
0303001001;=;++
0303101001;=;=
0303101002;=;=
0303101003;=;=
0303101004;=;=
0303101005;=;=
0303101006;=;=
0303101007;=;=
0303101008;=;=
0303101009;=;=
0303101010;=;=
0303101011;=;=
0303101012;=;=
0303101013;=;=
0303101014;=;=
0303101015;=;=
0303101017;=;=
0303102001;=;=
0303102002;=;=
0303102003;=;=
0303102004;=;=
0303102005;=;=
0303102006;=;=
0303102007;=;=
0303102008;=;=
0303102009;=;=
0303103001;+;+
0303103002;+;+
0303103003;+;+
0303103004;+;+
0303103005;+;+
0303103006;+;+
0303103007;+;+
0303103008;+;+
0303103009;+;+
0303103010;+;+
0303103011;+;+
0303103012;+;+
0303103013;+;+
0303103014;+;+
0303103015;+;+
0303104001;+;+
0303104002;+;+
0303104003;+;+
0303104004;+;+
0303104005;+;+
0303201001;++;--
0303301001;--;-
0303401001;=;++
0303501001;++;+
0303601001;++;--
0303701001;++;=
0303801001;++;--
0303901001;++;++
0304001001;--;+
0304101001;+;=
0304101002;+;=
0304101003;+;=
0304101004;+;=
0304101005;+;=
0304102001;+;=
0304201001;=;=
0304301001;=;-
0304301002;=;-
0304301003;=;-
0304401001;=;-
0304401002;=;-
0304401003;=;-
0304501001;++;=
0304601001;--;=
0304701001;+;=
0304701002;+;=
0304701003;+;=
0304701004;+;=
0304701005;+;=
0304702001;+;=
0304702002;+;=
0304801001;-;=
0304801002;-;=
0304802001;-;=
0304802002;-;=
0304802003;-;=
0304802004;-;=
0304901001;++;=
0304901002;++;=
0304901003;++;=
0304901004;++;=
0304901005;++;=
0304901006;++;=
0304901007;++;=
0304902001;++;=
0304902002;++;=
0304902004;++;=
0304902005;++;=
0305001001;=;=
0305001002;=;=
0305001003;=;=
0305001004;=;=
0305001005;=;=
0305001006;=;=
0305001007;=;=
0305001008;=;=
0305001009;=;=
0305002001;=;=
0305002002;=;=
0305002003;=;=
0305003001;=;=
0305003002;=;=
0305101001;++;-
0305201001;++;++
0305301001;=;++
0305301002;=;++
0305301003;=;++
0305301004;=;++
0305302001;=;++
0305302002;=;++
0305302003;=;++
0305302004;=;++
0305302005;=;++
0305401001;++;++
0305501001;=;++
0305501002;=;++
0305501003;=;++
0305501004;=;++
0305601001;+;+
0305601003;+;+
0305601004;+;+
0305601005;+;+
0305601006;+;+
0305601007;+;+
0305601008;+;+
0305601009;+;+
0305602001;+;+
0305701001;--;-
0305801001;=;-
0305801002;=;-
0305801003;=;-
0305801004;=;-
0305901001;+;++
0305901002;+;++
0305901003;+;++
0305901004;+;++
0305901005;+;++
0305901006;+;++
0305901007;+;++
0305901008;+;++
0305902001;+;++
0305902002;+;++
0305902003;+;++
0305902004;+;++
0305903001;+;++
0305903002;+;++
0305903003;+;++
0305904001;+;++
0305904002;+;++
0305904003;+;++
0305905001;+;++
0305905002;+;++
0305905003;+;++
0306001001;++;++
0306101001;+;++
0306201001;-;++
0306301001;=;+
0306301002;=;+
0306301003;=;+
0306302001;=;+
0306302002;=;+
0306302003;=;+
0306302004;=;+
0306302005;=;+
0306302006;=;+
0306303001;=;+
0306303002;=;+
0306303003;=;+
0306303004;=;+
0306303005;=;+
0306304001;=;+
0306304002;=;+
0306304003;=;+
0306304004;=;+
0306304005;=;+
0306304006;=;+
0306304007;=;+
0306304008;=;+
0306304009;=;+
0306304010;=;+
0306401001;=;++
0306401002;=;++
0306401003;=;++
0306402001;=;++
0306501001;=;++
0306501002;=;++
0306501003;=;++
0306501004;=;++
0306501005;=;++
0306501006;=;++
0306501007;=;++
0306501008;=;++
0306501009;=;++
0306501010;=;++
0306501011;=;++
0306501012;=;++
0306501013;=;++
0306501014;=;++
0306501015;=;++
0306501016;=;++
0306501017;=;++
0306501018;=;++
0306501019;=;++
0306501020;=;++
0306501021;=;++
0306502001;=;-
0306502002;=;-
0306502003;=;-
0306502004;=;-
0306502005;=;-
0306502006;=;-
0306502007;=;-
0306502008;=;-
0306502009;=;-
0306502010;=;-
0306502011;=;-
0306502012;=;-
0306502013;=;-
0306502014;=;-
0306502015;=;-
0306502016;=;-
0306502017;=;-
0306502018;=;-
0306502019;=;-
0306502020;=;-
0306502021;=;-
0306502022;=;-
0306502023;=;-
0306502024;=;-
0306502025;=;-
0306502026;=;-
0306503001;=;+
0306503002;=;+
0306503003;=;+
0306503004;=;+
0306503005;=;+
0306503006;=;+
0306503007;=;+
0306503008;=;+
0306503009;=;+
0306503010;=;+
0306503012;=;+
0306503013;=;+
0306503014;=;+
0306503015;=;+
0306503016;=;+
0306503017;=;+
0306503018;=;+
0306503019;=;+
0306503020;=;+
0306503021;=;+
0306503023;=;+
0306503024;=;+
0306503025;=;+
0306503026;=;+
0306503027;=;+
0306503028;=;+
0306503029;=;+
0306503030;=;+
0306503031;=;+
0306504001;-;-
0306504002;-;-
0306504003;-;-
0306504004;-;-
0306504005;-;-
0306504006;-;-
0306504007;-;-
0306504008;-;-
0306504009;-;-
0306504010;-;-
0306504011;-;-
0306504012;-;-
0306504013;-;-
0306504014;-;-
0306504015;-;-
0306504016;-;-
0306504017;-;-
0306504018;-;-
0306504019;-;-
0306504020;-;-
0306504021;-;-
0306505001;=;=
0306505002;=;=
0306505003;=;=
0306505004;=;=
0306505005;=;=
0306505006;=;=
0306505007;=;=
0306505008;=;=
0306505009;=;=
0306505010;=;=
0306505011;=;=
0306505012;=;=
0306505013;=;=
0306505014;=;=
0306505015;=;=
0306505016;=;=
0306505018;=;=
0306505019;=;=
0306505020;=;=
0306505021;=;=
0306505022;=;=
0306505023;=;=
0306505024;=;=
0306505025;=;=
0306505026;=;=
0306505027;=;=
0306505028;=;=
0306506001;=;=
0306506002;=;=
0306506003;=;=
0306506004;=;=
0306506005;=;=
0306506006;=;=
0306506007;=;=
0306506008;=;=
0306506009;=;=
0306506010;=;=
0306506011;=;=
0306506012;=;=
0306506013;=;=
0306506014;=;=
0306506015;=;=
0306506016;=;=
0306506017;=;=
0306506018;=;=
0306506019;=;=
0306506020;=;=
0306506021;=;=
0306506022;=;=
0306507001;++;=
0306507002;++;=
0306507003;++;=
0306507004;++;=
0306507005;++;=
0306507006;++;=
0306507007;++;=
0306507008;++;=
0306507009;++;=
0306507010;++;=
0306507011;++;=
0306507012;++;=
0306507013;++;=
0306507014;++;=
0306507015;++;=
0306507016;++;=
0306507017;++;=
0306507018;++;=
0306507019;++;=
0306507020;++;=
0306507021;++;=
0306507022;++;=
0306507023;++;=
0306507024;++;=
0306507025;++;=
0306507026;++;=
0306601001;+;=
0306601002;+;=
0306601003;+;=
0306601004;+;=
0306601005;+;=
0306601006;+;=
0306602001;+;=
0306602002;+;=
0306602003;+;=
0306602004;+;=
0306603001;+;=
0306604001;+;=
0306604002;+;=
0306604003;+;=
0306604004;+;=
0306604005;+;=
0306604006;+;=
0306604007;+;=
0306604008;+;=
0306604009;+;=
0306604010;+;=
0306604011;+;=
0306604012;+;=
0306604013;+;=
0306604014;+;=
0306604015;+;=
0306604016;+;=
0306604017;+;=
0306604018;+;=
0306605001;+;=
0306605002;+;=
0306605003;+;=
0306605004;+;=
0306605005;+;=
0306605006;+;=
0306605007;+;=
0306605008;+;=
0306605009;+;=
0306605010;+;=
0306605011;+;=
0306605012;+;=
0306701001;++;++
0306801001;++;++
0306901001;-;=
0306901002;-;=
0307001001;=;=
0307001002;=;=
0307101001;=;--
0307101002;=;--
0307101003;=;--
0307102001;=;--
0307102002;=;--
0307201001;++;+
0307301001;++;++
0307401001;=;-
0307501001;--;-
0307601001;=;-
0307601002;=;-
0307601003;=;-
0307601004;=;-
0307601005;=;-
0307601006;=;-
0307601007;=;-
0307701001;++;+
0307801001;++;=
0307901001;=;=
0307901002;=;=
0307901003;=;=
0307901004;=;=
0307901005;=;=
0307902001;=;=
0307902002;=;=
0307902003;=;=
0307902004;=;=
0307902005;=;=
0307902006;=;=
0307902007;=;=
0307903001;=;=
0307903002;=;=
0307903003;=;=
0307903004;=;=
0307903005;=;=
0307903006;=;=
0307903007;=;=
0308001001;++;++
0308101001;++;=
0308102001;++;=
0308201001;=;-
0308201002;=;-
0308201003;=;-
0308201004;=;-
0308202001;=;-
0308202002;=;-
0308202003;=;-
0308203001;+;=
0308203002;+;=
0308203003;+;=
0308203004;+;=
0308301001;+;--
0308301002;+;--
0308301003;+;--
0308301004;+;--
0308301005;+;--
0308301006;+;--
0308301007;+;--
0308401001;++;++
0308501001;++;--
0308601001;++;++
0308801001;=;=
0308801002;=;=
0308801003;=;=
0308801004;=;=
0308801005;=;=
0308901001;=;-
0308901002;=;-
0308901003;=;-
0308901004;=;-
0308901005;=;-
0308901006;=;-
0308901007;=;-
0308901008;=;-
0308901009;=;-
0308901010;=;-
0308902001;++;++
0309001001;=;=
0309001002;=;=
0309001003;=;=
0309001004;=;=
0309001005;=;=
0309001006;=;=
0309001007;=;=
0309001008;=;=
0309002001;=;=
0309002002;=;=
0309002003;=;=
0309002004;=;=
0309002005;=;=
0309002006;=;=
0309002007;=;=
0309002008;=;=
0309101001;=;++
0309201001;+;=
0309201002;+;=
0309201003;+;=
0309201004;+;=
0309201005;+;=
0309201006;+;=
0309301001;=;-
0309301002;=;-
0309301003;=;-
0309301004;=;-
0309301005;=;-
0309301006;=;-
0309301007;=;-
0309301008;=;-
0309301009;=;-
0309301010;=;-
0309301011;=;-
0309301012;=;-
0309301013;=;-
0309301014;=;-
0309302001;=;-
0309302002;=;-
0309302003;=;-
0309302004;=;-
0309302005;=;-
0309302006;=;-
0309302007;=;-
0309302008;=;-
0309303001;=;-
0309401001;=;+
0309401002;=;+
0309401003;=;+
0309401004;=;+
0309401005;=;+
0309401006;=;+
0309401007;=;+
0309501001;+;--
0309501002;+;--
0309501003;+;--
0309501004;+;--
0309501005;+;--
0309501006;+;--
0309601001;+;=
0309601002;+;=
0309601003;+;=
0309601004;+;=
0309601006;+;=
0309601007;+;=
0309601008;+;=
0309701001;++;++
0309801001;--;-
0309901001;-;++
0309901002;-;++
0309901003;-;++
0309901004;-;++
0309902001;+;=
0309902002;+;=
0309902003;+;=
0309902004;+;=
0309902005;+;=
0309902006;+;=
0309902007;+;=
0309903001;+;=
0309903002;+;=
0309903003;+;=
0309904001;+;=
0309904002;+;=
0309904003;+;=
0309904004;+;=
0309904005;+;=
0309904006;+;=
0309905001;++;=
0309905002;++;=
0309905003;++;=
0309905004;++;=
0309906001;=;-
0309906002;=;-
0309906003;=;-
0309906004;=;-
0309906005;=;-
0309906006;=;-
0309906007;=;-
0309907001;++;--
0309907002;++;--
0309907003;++;--
0309907004;++;--
0309907005;++;--
0309907006;++;--
0309908001;-;++
0309908002;-;++
0309908003;-;++
0309908004;-;++
0309908005;-;++
0310001001;=;++
0310101001;-;-
0310101002;-;-
0310101003;-;-
0310101004;-;-
0310101005;-;-
0310101006;-;-
0310201001;++;=
0310201002;++;=
0310202001;++;=
0310202002;++;=
0310203001;++;=
0310203002;++;=
0310301001;++;--
0310401001;++;+
